yorum;;;
The festivals attended by this film are distributed among the prizes given by the film, the sincerity in the narrative, the pleasure taken from the movie, and the fact that although the actors are new and trivial names, they do not include anything in the film and they all had this film.;;;
"a very funny movie or one of the best comedies I&#39;ve watched, so you&#39;re full of laughter.";;;
as well as everyone said that the tub scene was very nice also michelle pfeifferin actress was very good;;;
dreams are very wide and people never dream of realizing their dreams ... I think this movie is very high quality ... such films on behalf of the Turkish cinema would be very pleasing to those who do not ...;;;
to congratulate a film so warm and sincere that he has done a very nice job that John uluçeyi show that if the directors enough budgets are presented to what they do ......... Anyway I recommend to everyone;;;
"A very nice movie ... I watched with curiosity was a nice movie in a few scenes of the movie, but now here I tell you not to watch it as it reads :) Yes, the girls also moved to get worse, I&#39;m sorry I will get ... anyway 8/10 I say because of the disadvantages of some not understand the sentences :)";;;
"I just wanted to tell the presentation, the movie was perfect ... and the subject was very hungry and messy ... with a very unclear subject ... and most of the time your hair was blossoming ... and at the end of the film I was so surprised that I couldn&#39;t tell you that I would suggest that everyone watch before ... really worth the money you give ....";;;
simply great ... would recommend to anyone ... be sure to follow ...;;;
Pure innocent children of Anatolia, the child inside us!;;;
He&#39;s hesitant watching this movie. but I think everyone should watch it :) http://tinypaste.com/528b8b36;;
"13508 ""We understand from the film that the American soldiers lived in the pearl harbor drama and disaster. After the atomic bomb thrown into the Hiroshima and sixty thousand people died. In the history of cinema, they created the most ridiculous love story of the girl.Like the girl in love with the girl is not clear.Mother in love with my daughter or each other is not understood.Film is nothing more than a fiasco.";;;
"13509 ""if there is a man sandler in a movie that movie is absolutely beautiful ..! Don't miss my advice ..!";;;
"13510 ""I want to do this comment by throwing the part of the American Nationalism part of the film. The factors were very good. But let's assume the scenario was a little shake. Who would be accepting this situation if I was affleck in the place? If you are a viewer who is in pursuit of Beautiful Effects, watch it.";;;
"13511 ""not as much as the first but worth watching";;;
"13512 ""to whom and according to what is discussed nicely ...";;;
"13513 ""yahu what they do 9 oscar did not understand I went to ... this movie of the film, not the praise of labor is deserving of an outrage ... no effect";;;
"13514 ""fucked up a movie: (James Cameron arrives in the movie :(";;;
"13515 ""I don't ever watch a very bad movie. This guy can't play like Pierce Brosnan. It's a movie. It's a shame to watch.";;;
"13516 ""a complete mediocre. To give the subject beautiful, but to make a horror film, but many parts of the drooled. They wanted to collate the known scenarios, but it was not terrible. Except for two scenes was not terrible. Let's say: 10/6";;;
"13517 ""I just felt the need to watch his movie and wondered about the taste of his book, and I realized the difference in excitement and pleasure between me and myself. It is a messy application in a way that contrasts with his book. Some of the information that should be given about the history has been skipped and passed, the details were ignored, the director and the script were not pleasant and binding.It was the way to solve the passages, the hearts of such policemen had to excite our hearts with excitement, our minds had to look for the answer with curiosity. You can read the book but I don't suggest the film because it doesn't look as attractive as it used to be in the book.";;;
"13518 ""I-was! I couldn't! I was able to wait for the movie to be played by two funny players. You can imagine the next scene with a lot of clichés and the scene of the didactic court. I started with so much appetite.";;;
"13519 ""There are so many more beautiful movies to watch. You don't need to squeeze yourself into a mediocre making fun.""";;;
"13520 ""yahu how do you like this movie is not the worst of all the bond films in this movie has gone out of the old bond films in its own trash film where the old bond movies";;;
"13521 ""I don't know if I didn't read your book, maybe I was thinking differently, but the book was much longer. It didn't make me so excited.";;;
"13522 ""Argo was a film I rewarded with 4 points because I came across a few bad words and came across worse.";;;
"13523 ""Friends, the film seems to be anti-American, the film will be recovered as a bomb to the Iraqi on top of the money again. Do not go to the film.";;;
"13524 ""I agree with my friend so beautiful book such a bad flim may not flim fluttering no Tom Hanks Sir Mc .. vss players from a perfect staff set up and finally a bad flim, but unfortunately I will have to watch this evening flimi 2. times In addition to this, I plan to write more bi-bi-sayable for those who want to spend some time if you plan to go to read different things you will encounter different things";;;
"13525 ""It may be interesting for those who have not seen the old Trk movies, but it is a simple movie with an adal language ... 3/10";;;
"13526 ""would be very good if it was a little more convincing, I did not watch the innocence in that respect, maybe better.";;;
"13527 ""I think the film is bad ... read the book";;;
"13629 ""I think a very nice film is not very interesting in terms of the subject, but in terms of a weak one in terms of my own to say that I'm watching the film felt a lack of human watching ...";;;
I've talked about the obvious mistakes in the two assassination scenes, not even in the game, that the man still had to stand still after the first move, the bullshit had to lie down or lie down on the ground, the second assassination. 3-4 times while standing on the glass in the form of fire to the official insult to the viewer .. Another obvious mistake in the game, even in the game to talk to the computer in the supercilious attention to the violation of confidentiality. fist swing, which is all well-trained 4 hits, such a simple comedy of killing and killing, and after dozens of misconceptions that leave behind even more so-called Turkish films, play the game instead of watching such a beautiful scenario. you'll enjoy at least the game is closer to reality than the year it was made.;;;
"13631 ""I'm not saying anything to the actor in the film. I'm just angry at the actors in what they do in a work like this. They have shown Istanbul like a bogeyman. There are 5 stories and in Istanbul there is a quagmire nest in five. but none of those who wrote the script of this work, I think Istanbul is not an acquainted artist.";;;
"13632 ""I think the film is extremely fond of these films. These films usually make people smile and love the cute characters they have within them, but I don't find the role of the dog based on this role in this movie. It's not only enough to save the adventure (but also the extremely absurd)."" the sound of presenting the sound of the bubun would not be awesome ...";;;
"13633 ""friends of this film, a beautiful, funny, fun, nice film, those who say a great film.";;;
"13634 ""seems like a simple scenario, but it's a really simple scenario. I can easily say that acting is terrible. Don't be fooled by the fact that every player or player is a good player and every film will be good.";;;
"13635 ""When you look at the cinema as I give 1 out of 10 because cüneyt arkýn films are even a thousand times better than at least the subject is felan. So that would be so. I'm very psychopathic in the air.";;;
"13636 ""You got served after me the biggest facia.2 / 10";;;
"13637 ""Unfortunately I could not find what I was looking for. The scenario played by Nurgül Yeþilçay was just a disappointment. A grinning dwarf, gloomy music. Forced intersecting lives.";;;
"13638 ""7 says the movie is beginning to make everyone know what it means, but here there is a shortage";;;
"13639 ""It is a ridiculous movie that cannot be understood even if it is watched with an immaculate mind open in the morning of 9:00. Not good at all. I still can't believe that a super film like The Labyrinth of Cinematography is the director of this film .... 3 out of 10";;;
"13640 ""Full of clichés, bad scenery, bad acting, boring empty dialogues. Where the unforgivable where the good, bad ugly where the millionaire baby.";;;
"13641 ""I did not like the film personally. I would have expected a comedy from the Cem Yilmaz and Sener Þen duo. There was no charisma in the character, a police chief who solved the events, and the scenario could not overcome the classic Hollywood policing.""";;;
"13642 ""Obviously more than expectation to be a movie film, plenty of room for 142 minutes, very bored. The title is not bad, but not necessarily a movie to watch in cinema. If you do not have a better job to go.";;;
"13643 ""çoookkk uzuunnn and the boring is not ever attracted !!!""";;;
"13644 ""good evening to everyone from the news. Beyoðlu, a very simple way to combine the five stories in the very simple way to conclude the work on the road did not end. Back to the neck bent down a sad Istanbul remained.";;;
"13645 ""Download our hands got to give below zero this movie, but it's a point no AAAAA How Do not make me crazy ,,, Boly biþe or utans ridley scooter they may be ashamed ,,, yoky how well come to Turkey, the Americans soon to correct bad economy seized the director they say ...";;;
"13646 ""I don't know anything about the trailer....";;;
"13648 ""bad movie friends have hundreds of movies like this one.";;;
"13649 ""I didn't understand what the horror film called"" rational ""based on reason.";;;
"13650 ""woman's acting was very bad. The story was different, acting bad, last mediocre";;;
"13651 ""The film brings me: 1-) The Penguins eat their own feces. 2-) It is impossible for a normal person to touch his elbow. It is just that. The only nice thing about the film in our film is the curiosity of our sister-in-law. I think it's just comedy. It's a funny thing to do.";;;
"13652 ""If you ask me it was a very exaggerated movie that was not so good movie I did not like much";;;
"13653 ""Obviously the film is mediocre, but if we compare it with a film, it's 10 times better than the film of the crop, just for the performance of the cem yýlmaz.";;;
"13654 ""He didn't or Megan Fox didn't exist at the btn";;;
"13655 ""in terms of the intersection of the classic stories. Yelda reynaud is important for me and the role of the role and the role very well. The performance was super. I read the words about Marlon Brando in an interview with Helenaud in my eyes. I am very happy that such a good player is Turkish.";;;
"13656 ""The best film Oscar is not deserving, the same category of inception, such as a movie so ordinary that you can not approach a movie."" I don't say bad movies, but ordinary job. ""My personal interpretation, no one panic do not.";;;
"13657 ""How to draw charisma after the 1st film you carrier 2";;;
"13658 ""He used to be ....";;;
"13659 ""a lot of facts distant, distorting history, but a lot of action film.";;;
"13660 ""I don't think that a movie has been made so distracting since the Hitler era, each of the American soldiers is as if they were separate, they burn a city, slaughtered thousands of people without saying it, and the result is that some people like this movie is given an Oscar. and as if not imposing some value judgments on humanity, it is as if the truth is not the lies that this film speaks of.";;;
"13661 ""I'm not impressed by the film, nor the film has left a mark on me. The film stays somewhere on the surface and doesn't address the depths. When I look at it as a play, I like Nejat Ýþer. Unfortunately, it has not been.";;;
"13662 ""I haven't seen a childish film in the absurd episode of absolutely does not deserve this score";;;
"13663 ""the scene of the paragliding paragliding was very beautiful, also a different film, but not a film to raise expectation";;;
"13664 ""bad or bad .. right in this horror movie not really afraid to be written at the bottom of a friend I agree with this film drama Let's say .. need a drama as a horror film 10/1. .";;;
"13667 ""I had seen it in the cinema, I had to watch the movie as a result of insistence while I was thinking about leaving the movie between this film and the movie. The film can swell from the bullet sounds because the film is almost full of scenes from start to finish.";;;
"13668 ""I'm really looking forward to the trailer even very beautiful curios ...";;;
"13669 ""The film is very nice. But the end is very poorly finished. The movie was finished irrelevant to the thought with the thought that it could be filming. Obviously I was disappointed by the end. But the film was very nice overall";;;
"13670 ""full American propaganda ...";;;
"13671 ""Director of a movie, such as Ridley Scott Hollywood plans to draw with his eyes to the eye of the film was evident. But an art enemy like J.Bruckheimer this empty scenario, the film can not be taken over the special effects and images can not be evaluated. Last year Soderberg be a very good competitor , Gladiator, such as a relatively better film would get the Oscar this year, I would be sorry if the cause.";;;
"13718 ""I think a bad movie";;;
"13719 ""I read the book I could not leave my hand. I was waking up at 4 in the evening and the only book I did not drop until the morning. I'm not scary at all, I think I would leave the theater almost halfway out of trouble.";;;
"13720 ""It's a movie that pushes the first ranks on the list of the worst films I have ever seen. Some of the friends mentioned that the film criticizes the society and has a psychological depth. Maybe it may be true, but it's so bad that it's been pushing the limits of tolerance. If this is accomplished, however, the genius of the director and the idea of ??how powerful a gun can be, this message can be regarded as a threat because it encourages those who are concerned about the violence or the norms that are contrary to the norms of society. I think it should be evaluated not by the message of work for every branch of art, but by its effect on the nature of it. I'm embarrassed for Oliver Stone because he made such a bad film while watching it. A funny, childish, fake and simple film that fooled the audience as a fool (seizing the message) and troubled the media critique with the concern of the message he had infused. With Oliver Stone, who finally tore Tarantino's script out of such a reality and made it into a funny movie. I would also like to drop it as a small note that he has a bloody knife and that he has decided not to cooperate in any movie again. Those who admire this film because of Tarantino reconsider ... Rating: 1/10";;;
"13721 ""4 is not a movie to be expected to even see. Even a comment is necessary to make an ordinary.";;;
"13722 ""A complete loss of time as well as a nervous breaker ...";;;
"13723 ""This is the film that is scarce solid that the image of the transformer has been rendered incapable of rendering the transformer. No matter the name of the room visual effects. Or what scenario and fiction is money. The world atmosphere after the apocalypse There is no image at the moment of the apocalypse, even though the apocalypse is the next first film, but there are two three terminators in the skynett, and no matter how good the action is taken in the scenes, it doesn't get as much as 6.5 points.";;;
"13724 ""great expectations to be wasted. Half of the book barely succeeded to be a movie war. As it is reflected on the screen and the book of those who can not enjoy reading a movie orataya.hanks and tautou disaster as if they play ewcilik war, as well as mackellen and bettany I think bettany should be a joker: rushed scenes break the nerves.";;;
"13725 ""A period and sometimes the army sometimes openly criticizing criticism is a useless film. There is not much to say about this subject. There is no need to extend that period. It was done what they needed. A few people took care of the itch in the authorities. such films with others to do what they have done they should look at them.";;;
"13726 ""I don't understand what they like about this movie. I don't understand what they like. I don't understand what they are laughing at. I don't understand what the award winners of this movie are. They're a very beautiful movie for Turkish cinema."" Unfortunately I was sadly saying that Turkish cinema needs to work harder.";;;
"13727 ""Two years ago french made & quot";;;
"13728 ""I have never watched such a horrible movie in my life.";;;
"13729 ""I did not like the film.";;;
"13730 ""What would it be? You would die if you didn't take Terminator 1 and then 3 and 4";;;
"13731 ""I've taken my own hard to avoid a bad movie and the most boring films I have seen in the last period to sleep. I have not read the book but I do not like the film. I think the book is beautiful but I did not understand the film. before watching how it got to vote so surprisingly I think it needs to read the book.";;;
"13732 ""one of the rare movies in my life I'm tired of bored in the trash even threw the dvd ...";;;
"13733 ""Byuk expectations and I can not tolerate to watch the end of a film Acting as amelie and forrest with gump and matched two players I think I think";;;
"13878 ""I'm trying to give a boring message, but I think it's a movie";;;
"13879 ""this film so exaggerated that everyone thought it was beautiful fiLm from the top bad .. constantly swear that would be funny I did not like there was not much to admire ... the mistakes in the movie laughed more than talk ...";;;
"13880 ""It's a very bad movie. Only a 10-year-old boy is enjoying this movie. I don't understand how someone like Nicolas Cage admired this script and accepted the role. I just prayed that when he finished he just got a visual effect. I'm sad to see this movie in the cinema."" 4 points for this movie.";;;
"13881 ""characters were too skinny";;;
"13882 ""This film is exactly what the line-novel adaptation never understood. You may have used stunts from action adventure movies, which we know as symbols. You may also be different from the events actors and some scenes. Eventually this movie action adventure film. Anyway the screenplay and acting was nice. I don't want the travolana to play bad role.";;;
"13883 ""film I like the film can not be said is a very simple movie.";;;
"13884 ""Did I like the movie? No movie was terrible ... I watched as Nicolas Cage got the Nicolas Cage just because I wasn't expecting a movie so bad ... In the movie alone, two things were nice. Nicholas Cage raised his hand and sennnnn with his index finger It's the most funny movie I've ever seen in any movie.";;;
"13885 ""It was a disgusting disgusting film.You do not make friends that you liked very much this movie of Allahashkaya.A friend said that the best film of 2006. Even though this is the worst movie of 2006. Although it is not the worst film of the century how to show this film in theaters Do not watch.";;;
"13886 ""I read the film, but I was bored with everyone watching the film my life I was bored. black white wilderness reminds of the filthy films. This is also a bad man.";;;
"13887 ""One of the worst movies in your life. Just a waste of time.";;;
"13888 ""eva mendes is very contrived .. in a film even the most insignificant players to get the ability to watch the film immediately end my enthusiasm.";;;
"13889 ""The film has no artistic value, just make you laugh, and that comedy is not only blasphemy, but only to those who want to laugh.""";;;
"13890 ""fictitiously very bad and exaggerated film has never been like";;;
"13891 ""I do not understand the subject of the film, everyone already knows the messages given at the end of the film. There is nothing in the name of acting and visuality. For film that is not more than 5. Look at your name and think about the subject I think you will qualify me";;;
"13892 ""Abi did not understand why the film was so much praised, I watched the first film with great admiration, but the second film is not so gualely open speech this movie takes 10 out of 10 ... 10/6";;;
"13893 ""I watched it quite nicely at the beginning, but as I watched, I realized that I couldn't find what I had hoped for.";;;
"13894 ""The Punisher, I've played with a great zavkle. I started to watch this movie with a big appetite, but unfortunately it was a big disappointment. Even John Travolta could not save. A mediocre action movie.";;;
"13895 ""Like the last two films of Nicholas Cage ...";;;
"13896 ""in this filming 2 points even in the multi-room nicholas ...";;;
"13897 ""'a nice comedy trial '10 / 1";;;
"13898 ""tonla read the comic book and play the game in the arcade at the hall once a week and I love very much a character in this film is officially wasted. The choice of the icon is wrong. Nice and smooth face bi human punisher can not be. infamous";;;
"13899 ""Quite a bad movie unfortunately .. Blasphemy = comedy conception is wrong ...";;;
"13900 ""waste of time ... nicolas and eva & # 39";;;
"13901 ""I think you're frustrated by the other movies of the series. There are more romantic scenes than car scenes. The car scenes are also ridiculous and unreal.";;;
"13902 ""was a movie I expected very much, but I could laugh at 2 scenes :(";;;
"13903 ""I watched in the cinema, I laughed a lot, but then I realized that the jokes were not good at all: I laughed that everyone laughed and laughed to go to laugh, obviously was a blank film. I did not have very good quality jokes. of course.";;;
"14053 ""I don't think this movie is anything but a very mediocre movie.";;;
"14054 ""kubricke trust and watched.";;;
"14055 ""The film had only a few scenes like a man. The movie was blank, unnecessary and bad, except for the movie. It was just a movie composed of slang and naughty elements. It doesn't change if you don't watch it. Don't watch him do any good ...";;;
"14056 ""The film is very ordinary. As the friends mentioned, the special effects in the film are very ordinary in my opinion.";;;
"14057 ""Why is it a book-editor, or magazine editor, who doesn't know all the romantic-comedies?""";;;
30-40 people are massacred before killing this man, then the man becomes more dangerous and even if they know his homeland they are sending 1-2 people to kill him. appealing movie;;;
"14059 ""only ben styles & # 39";;;
"14060 ""kung fu panda watchers can not even give this movie rated points";;;
"14061 ""very boring but beautiful effects";;;
"14062 ""I can say that this year is the worst and most ridiculous film I have seen in this field. From the actors to script, fiction, and of course, why is this child committing these murders?"" Everything is completely silly.";;;
I don't know anything about the movie.;;;
"14064 ""Paul Anderson's hand was a melting, rotting series of fatal experiments. From each series in the film, more distant from the subject. We did not see anything different in this film. Dry action does not feed the stomach 4/10";;;
"14065 ""Although the subject seems good, I think it was a very annoying film ... zero tempo makes the film unbearable ...";;;
"14066 ""I certainly don't think it's a movie that deserves this score, it's a pretty good movie in general, but it doesn't have a lot of binding, because it's a movie I've slept through three times: D";;;
"14067 ""pretty bad movie 10/1";;;
"14068 ""I say TRT 1 movies, but I'm ashamed because I've been giving very good films lately.";;;
"14069 ""or to go to this film for the purpose of a single room to use the darkness of the room out of this purpose gideoeniz bnm you'll go crazy";;;
"14070 ""handle";;;
"14071 ""brothers and sisters I've watched my flim with the terminator has nothing to do at all. I'm totally boring, watching a flim completely free of my thoughts. I'm doing this comment for the first time.";;;
"14072 ""to play in these deðil.savaþ German in Germany normal.türkiye bridge I want my Turkish oynadý.b sung in some films (a bridge too far), you understand what I mean if you watch the movie.";;;
"14073 ""I can't believe the film coincidence deng came to life One of the worst movies I've seen in my life, I've been very curious about what scenes your friends are laughing at.";;;
"14074 ""I can not believe about this film, even the most beautiful film I have ever seen in my life, they were able to say. This is how it is the only movie you watched in your life? I read the comments again and get a movie as soon as I said I did not get it. So many people could not finish the movie (especially a few people said the film of my life or something) I said it was a very nice movie. Another kind of film horror movie, or even the most beautiful horror film in the UK are you laughing or a complete disaster. horror of this movie zombie film does not film in the first opening scene outside of the correct zombies (don't look at the zombies, people I'm sick zombie, I say briefly zombies) especially when they meet the soldiers from the moment they encounters the film fully. facia.filmde I'll give you a message when you sink the film. The only nice thing I can say is that the streets of the desolate streets are well reflected. This shows the success of the director of photography. It can also be considered good. The movie is not a horror movie. It has a potential that might be good. I'm writing so many negative things about a movie for the first time but this movie really deserves it.";;;
"14075 ""When I read the comments about the film I wondered why I'm not in a place where this film is released ... somehow I've watched this movie somehow .. not so much as a movie. ...";;;
"14076 ""this is what yaww I this film for months bekliyorum.ill in cinema izliycem he DivX in even watch I now I saw something divide Did gidim.ilk times to Istanbul to watch this movie koskoca just a movie gösterimde.hayret yaniiii in turkey";;;
"14077 ""Obviously I did not like. It wasn't funny to go instead of the IO age i faln. Follow";;;
"14078 ""the atmosphere is not created by pulling some parts of the film in black-and-white. It's a simple and sloppy film that speaks of a fantastic world, but certainly doesn't know the world in the mind of the viewer.";;;
"14079 ""I'm definitely a very nonsensical film, but I don't give any tawname.";;;
"14080 ""Meaningless, very symbolic, time-consuming, boring, no subject, no focal point is short and not recommending";;;
"14081 ""It is a very empty movie, what an action or adventure, no fear.";;;
"14082 ""Although I've had all my joy and enthusiasm escaped, but Garfield 3 (Garfield Returns) On November 16, I have hope, hope.";;;
"14083 ""The film is exaggerated with the elements of exaggeration sometimes, funny or serious?";;;
"14084 ""If the children under the age of 12 are scared, the film was solved from the first scene.";;;
"14085 ""Oh my God, I haven't watched this much mediocre movie, I've brought the hard end, there's only songs, after a while, the male man. Please don't watch.";;;
I love even our nephew nickname we do not have a cute hero in the film does not work. I have a repulsion due to drawings. The scenario is bad, but what do you expect anyway. , you won't have missed much.;;;
"The film didn't meet my expectations very much, obviously. The film was surprisingly ordinary and superficial, despite such a famous director, very good actor, and the sunny atmosphere of France.""";;;
in many ways a very weak film. Several creatures were shown on the screen, tried to be shown as if there were different races, but there was a .. strange film creature along the film has not added anything other than the feeling of the fiction. I couldn't stand to watch until the end. I'm wasted on the money for the movie dvd. valla.zaten, if you're a good movie viewer, you won't like it. For children, it can be fun ..;;;
The movie is a complete disappointment, a very bad movie 3 points;;;
I think this film could be better with a better scenario.;;;
"Friends normally I'm not a very commentator. I only read post comments. I watched this movie after the praises of the friends here. Everyone is incredibly stressed, every minute I say I'm trembled."" it is also very very ii not.";;;
I agree with MrOrion that they turn many films out of their original names.;;;
"obviously not a lot of film ... a camera in the hands of a camera constantly shooting ... george romero"" s latest film and then the film of the monster is now going around the camera to get around ... also in some scenes of the Spanish spanish do not say the distress is another bise You're screaming at the talk of the announcer woman ... you're going to get rid of the woman in the water ...: D";;;
although I love this kind of film was really a film I could not warm up. I'm surprised to see so many good comments. If you do it in the air you obviously don't think it will affect people.;;;
you can fall in love with jean seberg in this film .... then you can fall in love again after reading your life and demolitions ... it is a great pleasure to watch belmondo and seberg's vagrants from the curtain with godard's style ... especially long bed dialects Give it back again and again ...;;;
The usual killer stories. Killer is not the killer.;;;
"To tell the truth, the film was actually starting well. The script, the fiction or something was going well. But then the script was pretty bullshit and the film was impenetrable. Not to mention a final fight to put the audience in the opposite corner."" If you're a Jolie fan, be sure to watch this movie and don't even get close to this movie.";;;
classic family is trying to take the blood of a man who tried to take the test of a movie and a movie in the middle of the film in the middle of the film until a few philosophies in the middle of the movie could not save the actýon lovers a good film.;;;
"I'm good at looking at everyone, I'm going to be on the subject just before I leave the movie and I'm the one who watches every RE series with enthusiasm."" as for my opinion";;;
"arnold without this film only & quot;";;;
A very nice animated movie that needs to be watched.;;;
always the same place is the same space, this is what I'm in this way, even before I get rid of the official ends, I got rid of the bored before I thought of this boredom. Panic room muþ! Human panic happening while watching. I had no idea what I needed now.;;;
I still don't understand why I like you around.;;;
is a movie that I'm not at all satisfied with, even though I'm a fantastic movie freak.;;;
I think the animations in this summer are not in my view.;;;
The introduction and development are very satisfactory, but the end of it is over, it makes it impossible to leave the effect. Edward Norton is in good conscience.;;;
Although the depiction of a post-apocalyptic world has managed to be interesting at times, there are also places that seem unconvincing. The fast but balanced film leads to disconnections and sagging because of the exaggeration of social message anxiety over time. It's a movie that you can find a lot of logic errors when viewed carefully.;;;
The first film I couldn't find much funny scene was not so nice, I prefer this movie was better than the other second movies I have never taken had been as bad ...;;;
read the reviews I said I think I found a beautiful film. Although I watched everyone sleeping at night 2 I was not afraid at all. I did not like it very much. The first 45 minutes was boring and bad.;;;
was really bad, it really is a waste of time.;;;
there are dozens of movies on the same subject, also the end of the film is left unfinished 10/3;;;
the film is not going to have a strong patience to watch, the film moves at a very, very heavy tempo. When the actress in the lead role is added to the antipatic acting, you can leave the film without filling it for half an hour.;;;
I have watched and disliked. How can it be stretched when it is obvious what is what, it is very ordinary. The book is better.;;;
very classic subject good man alone beats all baddies how this movie got so many points;;;
Subject is simple, there is no surprise, I don't like acting, I can't say I'm having fun. They'll put signs like 13 18 on some films, and some of them have to put -13 in this movie. For example, the only positive side is that Anne Hathaway didn't show up or we couldn't watch it in Havoc :);;;
"19385 ""The worst James Bond movie I ever watched was the fastest scenes I couldn't keep track of. The other scenes were also very stable, I thought I'd be nice to have found a midnight duck. They made a movie that was irrelevant with the James Bond movies. We couldn't find what we were looking for.""";;;
"19386 ""looks like a nice movie, but there is a fact that the life in the east is harder for those who come outside to read to the west, we do not exclude more difficult for students in the east, they immediately accept you as if they are family, but in the West just because you're eastern, your friends, teachers and even make sure that there is nothing as bad as being excluded by the principal: ((((";;;
"19387 ""lady is and gentlemans or movies that movie tej the word sucks ... once the text among the players the nonsense devotion worth hulk can not talk like a man against the girl he loves ... sons for years, his father suddenly cares and comes into his life ..."" your daddy has so much strength, he's waiting for the pecker ... you see a movie that looks exactly like this scene, you know what the film's protagonist will do because he's a hero but he breaks girls, he gets angry but he's always half finished. looking at the guy who wants to prevent him from spreading drugs in a forest hulkun on stage";;;
"19388 ""When I go to Bond movies, I go with 3 stars because I'm always interested in. I give another star to acting and the other to the director. Note: If the name of this film is &";;;
"19389 ""Don't expect anything more than a movie to watch";;;
"19390 ""definitely do not watch in the cinema did not expect to be so badly got a single action scene room tom un the car scene room you know car racing games have been a driving style that you're sorry no money no action no action no empty empty empty Do not watch";;;
"19391 ""vcd'den I watched, but I think I've lost my time ... some platemaking plans I passed fast, I know very shame, but so prolonged and needless image wasted ang lee, whether you are bored ... the story, with the presence of the hulk's father In fact, the film is a little distant from the action, but not be deepened in the king kong films that the father-son relationship is not enough to save even the film is a pity ... Plenty of scenes from the hulkun hopping is really funny ... nicknames, except the performance of a player no good ... pleasing The film doesn't need acting, but I wanted to mention it anyway ...";;;
"19392 ""I don't know if this is a movie. Something like the style of essay in literature ... I don't know what kind of drama would be true. I think some diolaogists are annoying. I think a strange and boring movie (4/10)";;;
"19393 ""Film is a movie that is so loatheous that everyone who knows the word of ethics is disgusted. First of all, the child will be taken as a property to be bought. it is now an indication that the American cinema is officially over.";;;
"19394 ""This film cannot go near the Oscar, but I think it is just a boring movie full of many discursive narratives describing a show program that highlights the chairman's merits. But the acting can be nice, but this is not an excuse for me."" the button and the slamdug mýllýonaire 2 guclu oscar candidate next to the extinguished remains ..";;;
"19411 ""I've gone with my teacher with high expectations did not find anything in the film. I did not go beyond expressing the situation even in the real story has not been able to express the exact situation, I think all the situations will be much more impressive if the work is expanded a little bit more. mostly.";;;
"19412 ""A great producer, a director, a screenwriter doesn't want to show the audience something new, my brother is a failed copy of the 25-year film Omen. To make the audience scary, simple flashbacks and dreams ... all clichés are used. I don't watch it on TV.";;;
I can't find anything worth watching out of it, she says.;;;
"19414 ""Today I had the opportunity to watch, I wonder if the opportunity to meet me, obviously after the event ... But a blank film, josh charisma or something like that, but just the type ..Kesinliqle is not such a high-end player. Even though they did not like it, they had a good bias.";;;
"19415 ""A lot of everything is decided by most of the damage! Swirl is a Talip Karamahmutoglu film which is successful in terms of subject but bad management, bad acting and full film with developments that you can't understand. As the director says, it should not disturb anyone to carry the message and come from Antalya University. Karamahmutoglu told the story of the young Umut, whose religious life began with worship starting from worship with its religious fundamentalism, without polluting the image of Islam, the story is short for the duration of the film, events are developing fast, there is no explanation, therefore its persuasion is decreasing (2 out of 5 stars).";;;
"19416 ""absolutely horror film, not the last bikac""";;;
"19417 ""Unfortunately, I've waited with a lot of curiosity and this Bond film has left me far beyond my expectations. This film is far from being a bond film. It's an exaggerated action film that has a lot of exaggerated scenes and even a little transporter air.";;;
"19418 ""It was a very bad movie, how to get an oscar (4) not to be astonished.";;;
"19419 ""I went for both lost and prison break players, but time wasting is nothing";;;
"19420 ""Do you know everything about the alphabet? How many letters is it in order? Here's the code of this movie: 11/28/14 You're going to solve it.";;;
"19421 ""I watched the film at the end of the film, but I can see the frustration of the bad, great bad Turkish cinema, I think that already befitting the Turkish film, I think so many movies in such a film in the ferhan þansoyda pity I think it's a pity that the players only cuba vacation was not unfair :)";;;
"19422 ""Those who like this kind of films, definitely not a movie.";;;
"19423 ""I wonder, are we exaggerating?";;;
"19424 ""It was a very big disappointment ...";;;
"19425 ""I've made it hard for me to keep my sleep in the film";;;
"19426 ""One of the worst movies I've ever watched was definitely a horrible movie that was taken as a TV movie but not a loss of time.";;;
"19427 ""The loss of time was a movie ... The Lost and Breson Break heroes did not lie down to save this film.";;;
"19428 ""Questions: 1: What kind of a god is Zeus? He stole his thunder and blames someone else with an ebleh mentality, but he still has a security camera in his broken kebab shops. : The gods are waiting in the same place to cause the war to expire before the time expires 4: Why there is no alarm in the museum";;;
"19429 ""This movie was one of the movies I've been looking forward to, but I can't recommend to anyone a complete disappointment to me that doesn't slice it";;;
"19430 ""friends are not able to pass this test with this movie very much too much";;;
"19431 ""The film was very good, and the berry had a very good performance (as usual). I watched it very carefully at the end.";;;
"19439 ""As a Carpenter fan, I've twitched all of his movies, even though I don't like the movies that I find even infamous (Prince of Darkness, Dark Star, Someone's Watching Me!). This movie is a lot more than the most weird and bizarre and absurd film in the world. As Raiden went down from the sky and poured the art of ellektiriklar, 10metre jumping warriors, 8-eyed flying heads, cardboard-made creatures of the film turned to the cliche of the film progressed (as nonsense and strange explanations) pain in my wife entered the end of the pain was very difficult.";;;
"19440 ""a movie you cannot be afraid of what you can not be afraid of. The film was definitely a waste of time.";;;
